College,Course,Category,Cutoff Rank,Score
"MIT Academy of Engineering,Alandi, Pune",Chemical Engineering,EWS,24092,90.1850615
"MIT Academy of Engineering,Alandi, Pune",Chemical Engineering,EWS,57665,75.1338688
"MIT Academy of Engineering,Alandi, Pune",Chemical Engineering,EWS,77605,64.0952985
"MIT Academy of Engineering,Alandi, Pune",Mechanical Engineering,EWS,50251,78.4161664
"MIT Academy of Engineering,Alandi, Pune",Mechanical Engineering,EWS,63218,71.9809302
"MIT Academy of Engineering,Alandi, Pune",Mechanical Engineering,EWS,116471,34.1818319
"MIT Academy of Engineering,Alandi, Pune",Mechanical Engineering,EWS,70844,67.9544349
"MIT Academy of Engineering,Alandi, Pune",Mechanical Engineering,EWS,63229,71.9809302
"MIT Academy of Engineering,Alandi, Pune",Mechanical Engineering,EWS,63319,71.8303504
"MIT Academy of Engineering,Alandi, Pune",Mechanical Engineering,EWS,72998,66.8171727
"MIT Academy of Engineering,Alandi, Pune",Mechanical Engineering,EWS,61242,73.2522683
"MIT Academy of Engineering,Alandi, Pune",Mechanical Engineering,EWS,68805,69.2172491
"MIT Academy of Engineering,Alandi, Pune",Mechanical Engineering,EWS,129763,20.3198986
"MIT Academy of Engineering,Alandi, Pune",Mechanical Engineering,EWS,101585,47.3478734
"MIT Academy of Engineering,Alandi, Pune",Mechanical Engineering,EWS,76110,65.0367935
"MIT Academy of Engineering,Alandi, Pune",Mechanical Engineering,EWS,90564,55.7163295
"MIT Academy of Engineering,Alandi, Pune",Mechanical Engineering,EWS,39498,83.4053417
"MIT Academy of Engineering,Alandi, Pune",Mechanical Engineering,EWS,58120,75.0737739
"MIT Academy of Engineering,Alandi, Pune",Mechanical Engineering,EWS,76854,64.2666767
"MIT Academy of Engineering,Alandi, Pune",Computer Engineering (Software Engineering),EWS,11790,95.3905345
"MIT Academy of Engineering,Alandi, Pune",Computer Engineering (Software Engineering),EWS,21949,91.1342735
"MIT Academy of Engineering,Alandi, Pune",Computer Engineering (Software Engineering),EWS,70512,68.3823818
"MIT Academy of Engineering,Alandi, Pune",Computer Engineering (Software Engineering),EWS,20490,91.7414317
"MIT Academy of Engineering,Alandi, Pune",Computer Engineering (Software Engineering),EWS,16442,93.4566198
"MIT Academy of Engineering,Alandi, Pune",Computer Engineering (Software Engineering),EWS,12435,95.1253222
"MIT Academy of Engineering,Alandi, Pune",Computer Engineering (Software Engineering),EWS,14418,94.3248312
"MIT Academy of Engineering,Alandi, Pune",Computer Engineering (Software Engineering),EWS,28308,88.2852988
"MIT Academy of Engineering,Alandi, Pune",Computer Engineering (Software Engineering),EWS,30903,87.2543136
"MIT Academy of Engineering,Alandi, Pune",Computer Engineering (Software Engineering),EWS,16866,93.2464234
"MIT Academy of Engineering,Alandi, Pune",Computer Engineering (Software Engineering),EWS,20908,91.6480738
"MIT Academy of Engineering,Alandi, Pune",Computer Engineering (Software Engineering),EWS,7324,97.1775847
"MIT Academy of Engineering,Alandi, Pune",Computer Engineering (Software Engineering),EWS,25669,89.5231349
"MIT Academy of Engineering,Alandi, Pune",Computer Engineering (Software Engineering),EWS,12945,94.8869552
"Siddhant College of Engineering, A/p Sudumbare, Tal.Maval, Dist-Pune",Civil Engineering,EWS,140808,4.7604085
"Siddhant College of Engineering, A/p Sudumbare, Tal.Maval, Dist-Pune",Civil Engineering,EWS,132598,16.3662375
"Siddhant College of Engineering, A/p Sudumbare, Tal.Maval, Dist-Pune",Computer Engineering,EWS,49470,78.8754662
"Siddhant College of Engineering, A/p Sudumbare, Tal.Maval, Dist-Pune",Computer Engineering,EWS,47029,80.0408747
"Siddhant College of Engineering, A/p Sudumbare, Tal.Maval, Dist-Pune",Computer Engineering,EWS,44082,81.2345291
"Siddhant College of Engineering, A/p Sudumbare, Tal.Maval, Dist-Pune",Computer Engineering,EWS,51418,78.0675570
"Siddhant College of Engineering, A/p Sudumbare, Tal.Maval, Dist-Pune",Computer Engineering,EWS,137286,9.9924981
"Siddhant College of Engineering, A/p Sudumbare, Tal.Maval, Dist-Pune",Computer Engineering,EWS,41019,82.8695230
"Siddhant College of Engineering, A/p Sudumbare, Tal.Maval, Dist-Pune",Information Technology,EWS,56203,75.3496766
"Siddhant College of Engineering, A/p Sudumbare, Tal.Maval, Dist-Pune",Information Technology,EWS,49934,78.5775598
"Siddhant College of Engineering, A/p Sudumbare, Tal.Maval, Dist-Pune",Information Technology,EWS,46907,80.0408747
"Siddhant College of Engineering, A/p Sudumbare, Tal.Maval, Dist-Pune",Information Technology,EWS,48229,79.5863208
"Siddhant College of Engineering, A/p Sudumbare, Tal.Maval, Dist-Pune",Information Technology,EWS,114743,36.1619626
"Siddhant College of Engineering, A/p Sudumbare, Tal.Maval, Dist-Pune",Information Technology,EWS,45179,81.0090469
"Siddhant College of Engineering, A/p Sudumbare, Tal.Maval, Dist-Pune",Electronics and Telecommunication Engg,EWS,87064,58.1195238
"Siddhant College of Engineering, A/p Sudumbare, Tal.Maval, Dist-Pune",Electronics and Telecommunication Engg,EWS,77573,64.0952985
"Siddhant College of Engineering, A/p Sudumbare, Tal.Maval, Dist-Pune",Electronics and Telecommunication Engg,EWS,71232,67.7119280
"Siddhant College of Engineering, A/p Sudumbare, Tal.Maval, Dist-Pune",Electronics and Telecommunication Engg,EWS,72744,66.8171727
"Siddhant College of Engineering, A/p Sudumbare, Tal.Maval, Dist-Pune",Electronics and Telecommunication Engg,EWS,131613,17.8500207
"Siddhant College of Engineering, A/p Sudumbare, Tal.Maval, Dist-Pune",Electronics and Telecommunication Engg,EWS,69144,69.0354573
"Siddhant College of Engineering, A/p Sudumbare, Tal.Maval, Dist-Pune",Mechanical Engineering,EWS,133354,15.6886806
"Siddhant College of Engineering, A/p Sudumbare, Tal.Maval, Dist-Pune",Mechanical Engineering,EWS,136814,11.1190360
"Siddhant College of Engineering, A/p Sudumbare, Tal.Maval, Dist-Pune",Mechanical Engineering,EWS,142845,0.8691726
"Siddhant College of Engineering, A/p Sudumbare, Tal.Maval, Dist-Pune",Mechanical Engineering,EWS,140519,5.0275175
"Siddhant College of Engineering, A/p Sudumbare, Tal.Maval, Dist-Pune",Mechanical Engineering,EWS,138818,7.7366255
"Siddhant College of Engineering, A/p Sudumbare, Tal.Maval, Dist-Pune",Mechanical Engineering,EWS,122809,28.1052376
"G.H.Raisoni College of Engineering & Management, Wagholi, Pune",Civil Engineering,EWS,103836,45.9472716
"G.H.Raisoni College of Engineering & Management, Wagholi, Pune",Civil Engineering,EWS,133871,15.1933187
"G.H.Raisoni College of Engineering & Management, Wagholi, Pune",Civil Engineering,EWS,63760,71.6671025
"G.H.Raisoni College of Engineering & Management, Wagholi, Pune",Computer Engineering,EWS,18056,92.7333060
"G.H.Raisoni College of Engineering & Management, Wagholi, Pune",Computer Engineering,EWS,18352,92.6604063
"G.H.Raisoni College of Engineering & Management, Wagholi, Pune",Computer Engineering,EWS,70753,67.9544349
"G.H.Raisoni College of Engineering & Management, Wagholi, Pune",Computer Engineering,EWS,13749,94.5948987
"G.H.Raisoni College of Engineering & Management, Wagholi, Pune",Information Technology,EWS,22448,90.9043132
"G.H.Raisoni College of Engineering & Management, Wagholi, Pune",Information Technology,EWS,21388,91.3397650
"G.H.Raisoni College of Engineering & Management, Wagholi, Pune",Information Technology,EWS,143161,0.1494154
"G.H.Raisoni College of Engineering & Management, Wagholi, Pune",Information Technology,EWS,18884,92.4568642
"G.H.Raisoni College of Engineering & Management, Wagholi, Pune",Computer Science and Engineering (Cyber Security),EWS,27253,88.8621945
"G.H.Raisoni College of Engineering & Management, Wagholi, Pune",Computer Science and Engineering (Cyber Security),EWS,31705,86.9095112
"G.H.Raisoni College of Engineering & Management, Wagholi, Pune",Computer Science and Engineering (Cyber Security),EWS,135490,12.8630551
"G.H.Raisoni College of Engineering & Management, Wagholi, Pune",Computer Science and Engineering (Cyber Security),EWS,24237,90.1789743
"G.H.Raisoni College of Engineering & Management, Wagholi, Pune",Electrical Engineering,EWS,70491,68.3823818
"G.H.Raisoni College of Engineering & Management, Wagholi, Pune",Electrical Engineering,EWS,86645,58.1382561
"G.H.Raisoni College of Engineering & Management, Wagholi, Pune",Electrical Engineering,EWS,62588,72.3940120
"G.H.Raisoni College of Engineering & Management, Wagholi, Pune",Electronics and Telecommunication Engg,EWS,39484,83.4053417
"G.H.Raisoni College of Engineering & Management, Wagholi, Pune",Electronics and Telecommunication Engg,EWS,39448,83.4300164
"G.H.Raisoni College of Engineering & Management, Wagholi, Pune",Electronics and Telecommunication Engg,EWS,74229,66.0524144
"G.H.Raisoni College of Engineering & Management, Wagholi, Pune",Electronics and Telecommunication Engg,EWS,33132,86.3437564
"G.H.Raisoni College of Engineering & Management, Wagholi, Pune",Mechanical Engineering,EWS,82996,60.8798115
"G.H.Raisoni College of Engineering & Management, Wagholi, Pune",Mechanical Engineering,EWS,121080,29.9996237
"G.H.Raisoni College of Engineering & Management, Wagholi, Pune",Mechanical Engineering,EWS,63402,71.8303504
